personId;city;cityNew;flag
3891900390;Andalucía -Valle;Andalucía - Valle Del Cauca;SI
3900217466;Andalucía -Valle;Andalucía - Valle Del Cauca;SI
3901371395;Andalucía -Valle;Andalucía - Valle Del Cauca;SI
3901369365;Armenia -Quindio;Armenia - Quindío;SI
3801001676;Armenia -Quindio;Armenia - Quindío;SI
3901592047;Armenia -Quindio;Armenia - Quindío;SI
3900488961;Armenia -Quindio;Armenia - Quindío;SI
39733979;Armenia -Quindio;Armenia - Quindío;SI
3890003838;Armenia -Quindio;Armenia - Quindío;SI
3890001662;Armenia -Quindio;Armenia - Quindío;SI
3901109290;Armenia -Quindio;Armenia - Quindío;SI
3901559759;Armenia -Quindio;Armenia - Quindío;SI
3900488489;Armenia -Quindio;Armenia - Quindío;SI
3901547675;Armenia -Quindio;Armenia - Quindío;SI
3890307682;Armenia -Quindio;Armenia - Quindío;SI
3901207129;Armenia -Quindio;Armenia - Quindío;SI
3801004063;Armenia -Quindio;Armenia - Quindío;SI
3830095035;Bagadó -Choco;Bagadó - Chocó;SI
3890111175;Barranquilla -Atlantico;Barranquilla - Atlántico;SI
3900107992;Barranquilla -Atlantico;Barranquilla - Atlántico;SI
3900548985;Barranquilla -Atlantico;Barranquilla - Atlántico;SI
3901395237;Barranquilla -Atlantico;Barranquilla - Atlántico;SI
3900177052;Barranquilla -Atlantico;Barranquilla - Atlántico;SI
3900518605;Barranquilla -Atlantico;Barranquilla - Atlántico;SI
3800137059;Barranquilla -Atlantico;Barranquilla - Atlántico;SI
3900386516;Barranquilla -Atlantico;Barranquilla - Atlántico;SI
3800031358;Barranquilla -Atlantico;Barranquilla - Atlántico;SI
3900785215;Bogotá-Bogota D.C.;Bogotá, D.C. - Bogotá;SI
3830073841;Bogotá-Bogota D.C.;Bogotá, D.C. - Bogotá;SI
3901123451;Bogotá-Bogota D.C.;Bogotá, D.C. - Bogotá;SI
3900459157;Bogotá-Bogota D.C.;Bogotá, D.C. - Bogotá;SI
3860530559;Bogotá-Bogota D.C.;Bogotá, D.C. - Bogotá;SI
3901000057;Bogotá-Bogota D.C.;Bogotá, D.C. - Bogotá;SI
3900532663;Bogotá-Bogota D.C.;Bogotá, D.C. - Bogotá;SI
3900909397;Bogotá-Bogota D.C.;Bogotá, D.C. - Bogotá;SI
3830054581;Bogotá-Bogota D.C.;Bogotá, D.C. - Bogotá;SI
