corporateNumber;city;cityNew;flag
3901352683;Tuluá -Valle;Tuluá - Valle Del Cauca;SI
3800098112;Tuluá -Valle;Tuluá - Valle Del Cauca;SI
3901266602;Tunja -Boyaca;Tunja - Boyacá;SI
3900114425;Tunja -Boyaca;Tunja - Boyacá;SI
3890301775;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3901531891;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3800157025;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3830510909;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3900291680;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3900784975;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3900071983;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3805007083;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3800193850;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3835001216;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3900624777;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3830500775;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3901283423;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3901204907;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3805000830;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3805003626;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3805029170;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3800093320;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3900220311;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3900055029;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3890333023;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3901078030;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3900574191;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3900528724;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3900203566;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3900171163;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3901047848;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3900301315;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3901063966;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3890322449;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3901657250;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3817001532;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3805016737;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3900221402;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3800109274;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3900772097;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3805013338;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3900010107;Yumbo -Valle;Yumbo - Valle Del Cauca;SI
3891900712;Zarzal -Valle;Zarzal - Valle Del Cauca;SI
3901346227;Zarzal -Valle;Zarzal - Valle Del Cauca;SI
3900637562;Zarzal -Valle;Zarzal - Valle Del Cauca;SI
